4.347072337135065023e-01 5.565511354114618392e-01 4.913919921601128671e-01 2.912284893192166324e-01
9.237301807390799757e-01 1.300997403182914680e-01 1.593455740914303045e-02 1.885409457850779902e-02
1.506451258235756152e-01 5.979934510694578931e-01 1.625328298116119133e-02 1.930074705365635024e-02
4.110203805330227000e-01 3.324146646244980907e-01 4.897332490718206977e-01 1.067318774810234183e-01
1.394655005156925608e-02 1.422087532102173438e-02 1.054066150340073060e-01 6.308015319753644823e-01
8.731357041246218254e-02 1.938377974388601904e-02 1.967728262831681257e-02 5.254257895613435869e-02
1.481740357680991389e-02 5.837893718088252998e-02 1.358039680493081970e-02 3.115443401372229582e-02
1.812958475279626835e-01 9.471969243009791262e-01 5.692258959482409120e-01 2.588944469422660433e-01
1.859540713167760415e-02 1.456561052913162013e-02 3.287414703342862454e-01 9.687105221234570962e-02
9.038406406899046619e-02 1.994458446066275578e-02 1.255811367664723399e-01 1.716592624609156528e-02
1.177823460065934372e-02 5.300383769301246495e-02 2.961873442632937878e-02 1.655209806517337831e-02
2.303666535270210147e-02 5.911080388092319060e-01 1.228322073616339161e-03 8.383150356506996470e-01
6.869566536178127736e-01 1.233794963833119152e-01 9.567891342762087081e-01 2.944221451809522216e-01
7.968572639176204619e-01 8.331053903146845574e-02 1.783721206068786813e-01 4.830767697926142690e-01
5.119890733906184987e-02 4.323264228156405986e-01 1.713728623099064485e-02 6.098489070114189170e-01
8.364002344086852725e-01 6.320885354227601116e-02 4.152066153530351578e-01 9.828892405548562694e-01
6.496694870087121876e-01 4.767266005473144164e-01 5.718911658217377125e-01 4.927147389874988459e-01
3.660997935083198929e-02 2.368173096823583124e-01 1.562925793929406670e-01 6.987218542552148075e-03
-9.978707156361686259e+00 9.481291903064517079e-01 6.602273517585039581e-03 1.585710995673133422e-02
6.194118367753886911e-01 1.396718557345787426e-01 4.322932640229809609e-01 6.612832526478714668e-01
1.262144314053202480e-03 2.568169800648723456e-03 1.373039310126827894e-02 6.391614534201777165e-01
-6.778322423823347487e-01 4.250088451784609679e-03 5.603038330194721681e-03 1.011932405587709013e-02
-7.955827163553805370e+00 6.392493495790283788e-03 7.349218418880071498e-03 6.706858175488668306e-02
8.602858626773586259e-01 7.842093193372683402e-01 1.749233662883825646e-01 1.879115757964566757e-01
-9.966385146266405926e+00 1.292581597241423789e-02 9.741234504458697874e-01 2.034877165858253387e-02
-9.987303840128765486e+00 7.359687319460669029e-03 2.100432373078105208e-02 6.302223435497204818e-02
-7.274786266302538884e+00 1.687484794137188160e-02 2.202608443711522035e-02 1.955630188146248449e-02
2.196672895144252680e-01 9.026502471140206429e-01 6.802784640852699294e-01 9.952486776183413486e-01
7.484060827522293069e-01 5.071374446797410895e-01 9.620925708031582424e-01 7.502577318465710743e-01
6.529362961678143451e-01 7.582350661677360604e-01 7.738274720786302296e-01 9.328766089196345312e-01
7.545355391774349885e-01 5.135814114138208542e-01 4.086511645237359547e-01 5.526411780394266948e-01
4.124804589272035305e-01 6.589781160124512649e-01 5.461562386909265543e-01 9.334517553088590436e-01
6.674702835481605145e-02 1.814051197940894644e-01 3.124622427916183831e-01 6.241115458570373198e-01
8.024661798446180994e-01 -7.113187593293259781e+00 4.726878123431310641e-03 1.109231662696599265e-02
5.367452041222604830e-02 1.097266963974981163e-01 1.025720385825805957e-02 1.874058701509760325e-02
2.452383058295404261e-02 3.557327638106111412e-02 4.321940157846704267e-01 2.813377058099748584e-01
1.010678872128215923e-02 -8.697931855517410105e-01 1.274850006785457728e-02 8.453134966027897601e-01
4.894926343341376995e-02 -5.571732112198343856e+00 5.895941851486426535e-03 7.281826088601946884e-03
1.241684745590305701e-03 -4.450889666997774330e-01 8.656036619156258147e-03 5.392697315721295577e-03
9.962543012367878204e-01 3.221698202828852109e-01 1.605666980645719111e-01 5.189687838645395956e-02
2.473175418146624643e-02 4.038516766782570405e-03 4.292455854819962058e-01 2.625551721032666833e-02
5.017124057752572752e-02 -9.297589486492029209e+00 9.698976480558698515e-03 4.901437751662227060e-03
2.576902916593502846e-02 1.410248459919659358e-01 1.234001601443032899e-02 2.079960630296808638e-02
9.662027118890388344e-01 5.242527069740241519e-01 3.718921680607037983e-01 9.580771469634434823e-01
6.574618757802843660e-01 5.573017263587959347e-01 5.176563033502618039e-01 8.505253806515944426e-02
